id,text,clean_text,tokens,tokens_without_stopwords,stemmed_tokens
UgxOwcUMQbCFTdYTVzV4AaABAg,Bang review nubbin dong,bang review nubbin dong,"['bang', 'review', 'nubbin', 'dong']","['review', 'nubbin']","['review', 'nubbin']"
Ugx1asGpUEKj4_zoWsh4AaABAg,Unboxing realmi mirrorless bang,unboxing realmi mirrorless bang,"['unboxing', 'realmi', 'mirrorless', 'bang']","['unboxing', 'realmi', 'mirrorless']","['unboxing', 'realmi', 'mirrorless']"
Ugw_ZRRz8R4uc0sF8Vt4AaABAg,"Silahkan beli xiaomi atau redmi tapi jgn poco, HP berjuta masalah harga jutaan tapi masih iklan kntttol 😂😂😂",silahkan beli xiaomi atau redmi tapi jgn poco hp berjuta masalah harga jutaan tapi masih iklan kntttol,"['silahkan', 'beli', 'xiaomi', 'atau', 'redmi', 'tapi', 'jgn', 'poco', 'hp', 'berjuta', 'masalah', 'harga', 'jutaan', 'tapi', 'masih', 'iklan', 'kntttol']","['silahkan', 'beli', 'xiaomi', 'redmi', 'jgn', 'poco', 'berjuta', 'harga', 'jutaan', 'iklan', 'kntttol']","['silah', 'beli', 'xiaomi', 'redmi', 'jgn', 'poco', 'juta', 'harga', 'juta', 'iklan', 'kntttol']"
AHB7NvtaLzcAHFJQA-Qpbj,U aja oon nda tau cara ilangin.. Simple padahal,u aja oon nda tau cara ilangin simple padahal,"['u', 'aja', 'oon', 'nda', 'tau', 'cara', 'ilangin', 'simple', 'padahal']","['oon', 'nda', 'tau', 'ilangin', 'simple']","['oon', 'nda', 'tau', 'ilangin', 'simple']"
Ugw6Xy1cNGZIRG-dJa94AaABAg,yg kaca helm nutup sendiri krna polisi tidur sini ngumpul,yg kaca helm nutup sendiri krna polisi tidur sini ngumpul,"['yg', 'kaca', 'helm', 'nutup', 'sendiri', 'krna', 'polisi', 'tidur', 'sini', 'ngumpul']","['kaca', 'helm', 'nutup', 'krna', 'polisi', 'tidur', 'ngumpul']","['kaca', 'helm', 'nutup', 'krna', 'polisi', 'tidur', 'ngumpul']"
UgzexNGFO2tFLRk2MNV4AaABAg,Lebih ke shareit sih bang daripada mangekyou Sharingan nya madara,lebih ke shareit sih bang daripada mangekyou sharingan nya madara,"['lebih', 'ke', 'shareit', 'sih', 'bang', 'daripada', 'mangekyou', 'sharingan', 'nya', 'madara']","['shareit', 'mangekyou', 'sharingan', 'madara']","['shareit', 'mangekyou', 'sharingan', 'madara']"
UgwYznHaYQD90QPaQ6N4AaABAg,Xiaomi pad 7 kapan diriview kak,xiaomi pad kapan diriview kak,"['xiaomi', 'pad', 'kapan', 'diriview', 'kak']","['xiaomi', 'pad', 'diriview', 'kak']","['xiaomi', 'pad', 'diriview', 'kak']"
UgyQh67IrVb2gdUqk_V4AaABAg,F5 kan triple kamera bang (?),f kan triple kamera bang,"['f', 'kan', 'triple', 'kamera', 'bang']","['triple', 'kamera']","['triple', 'kamera']"
UgwVXDueP0OWTRi4tj54AaABAg,Coba gt 30 pro bang,coba gt pro bang,"['coba', 'gt', 'pro', 'bang']","['coba', 'pro']","['coba', 'pro']"
Ugxg16fKD41NIHpN2Pp4AaABAg,Mending iqoo 13,mending iqoo,"['mending', 'iqoo']","['mending', 'iqoo']","['mending', 'iqoo']"
UgzhFLhixiRRafwDV8N4AaABAg,"Bang iqoo 10
Bang iqoo 10
Bang iqoo 10",bang iqoo bang iqoo bang iqoo,"['bang', 'iqoo', 'bang', 'iqoo', 'bang', 'iqoo']","['iqoo', 'iqoo', 'iqoo']","['iqoo', 'iqoo', 'iqoo']"
Ugzy18zciRI6ncsjFa54AaABAg,"Baru pas hari sabtu beli, beli kopi kapal api nya",baru pas hari sabtu beli beli kopi kapal api nya,"['baru', 'pas', 'hari', 'sabtu', 'beli', 'beli', 'kopi', 'kapal', 'api', 'nya']","['pas', 'sabtu', 'beli', 'beli', 'kopi', 'kapal', 'api']","['pas', 'sabtu', 'beli', 'beli', 'kopi', 'kapal', 'api']"
UgzwDyr6Hn2zVxkr8gN4AaABAg,Apakah akan ada masalah di kaebel flexible yng meleleh atau cpu yang minta reball seperti pendahulunya poco f2pro yg di review di sini sangat sempurna.,apakah akan ada masalah di kaebel flexible yng meleleh atau cpu yang minta reball seperti pendahulunya poco fpro yg di review di sini sangat sempurna,"['apakah', 'akan', 'ada', 'masalah', 'di', 'kaebel', 'flexible', 'yng', 'meleleh', 'atau', 'cpu', 'yang', 'minta', 'reball', 'seperti', 'pendahulunya', 'poco', 'fpro', 'yg', 'di', 'review', 'di', 'sini', 'sangat', 'sempurna']","['kaebel', 'flexible', 'yng', 'meleleh', 'cpu', 'reball', 'pendahulunya', 'poco', 'fpro', 'review', 'sempurna']","['kaebel', 'flexible', 'yng', 'leleh', 'cpu', 'reball', 'dahulu', 'poco', 'fpro', 'review', 'sempurna']"
AHB1Ia_tXSJAHFJUZrDjAA,Udah beda generasi jauhh,udah beda generasi jauhh,"['udah', 'beda', 'generasi', 'jauhh']","['beda', 'generasi', 'jauhh']","['beda', 'generasi', 'jauhh']"
UgyOuyg_txsCAFE34514AaABAg,"Bang bagi hp dong satu, dari pada dirumah abang hp kaga kepake
Mending buat saya ngojek
Hp saya udah rusak lcd retak",bang bagi hp dong satu dari pada dirumah abang hp kaga kepake mending buat saya ngojek hp saya udah rusak lcd retak,"['bang', 'bagi', 'hp', 'dong', 'satu', 'dari', 'pada', 'dirumah', 'abang', 'hp', 'kaga', 'kepake', 'mending', 'buat', 'saya', 'ngojek', 'hp', 'saya', 'udah', 'rusak', 'lcd', 'retak']","['dirumah', 'abang', 'kaga', 'kepake', 'mending', 'ngojek', 'rusak', 'lcd', 'retak']","['rumah', 'abang', 'kaga', 'kepake', 'mending', 'ngojek', 'rusak', 'lcd', 'retak']"
AHB-zYcOz0fAHFJaDUxgKu,Ngojek cari yg baterai besar aja,ngojek cari yg baterai besar aja,"['ngojek', 'cari', 'yg', 'baterai', 'besar', 'aja']","['ngojek', 'cari', 'baterai']","['ngojek', 'cari', 'baterai']"
UgyyoeLqTxPChVgQFHZ4AaABAg,bang untuk sekarang hp sejutaan yang paling worth it hp apa?,bang untuk sekarang hp sejutaan yang paling worth it hp apa,"['bang', 'untuk', 'sekarang', 'hp', 'sejutaan', 'yang', 'paling', 'worth', 'it', 'hp', 'apa']","['sejutaan', 'worth']","['juta', 'worth']"
UgzZOjujrqddQEsnDJV4AaABAg,"bang coba review kabel data dong kyknya belum pernah dehh, yang jepsin 4 in 1 kalau bleh",bang coba review kabel data dong kyknya belum pernah dehh yang jepsin in kalau bleh,"['bang', 'coba', 'review', 'kabel', 'data', 'dong', 'kyknya', 'belum', 'pernah', 'dehh', 'yang', 'jepsin', 'in', 'kalau', 'bleh']","['coba', 'review', 'kabel', 'data', 'kyknya', 'dehh', 'jepsin', 'bleh']","['coba', 'review', 'kabel', 'data', 'kyknya', 'dehh', 'jepsin', 'bleh']"
UgzFby9CHByKctETt494AaABAg,"Bre.. 
Bisa ngk rekomendasiin Power bank yang bagus itu apa? 
Gue bingung mau milih yang mana",bre bisa ngk rekomendasiin power bank yang bagus itu apa gue bingung mau milih yang mana,"['bre', 'bisa', 'ngk', 'rekomendasiin', 'power', 'bank', 'yang', 'bagus', 'itu', 'apa', 'gue', 'bingung', 'mau', 'milih', 'yang', 'mana']","['bre', 'ngk', 'rekomendasiin', 'power', 'bank', 'bagus', 'gue', 'bingung', 'milih']","['bre', 'ngk', 'rekomendasiin', 'power', 'bank', 'bagus', 'gue', 'bingung', 'milih']"
UgwKnZ7THBJTxRgV1ZF4AaABAg,Bang coba review hp ZTE Blade V50 desain plis🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,bang coba review hp zte blade v desain plis,"['bang', 'coba', 'review', 'hp', 'zte', 'blade', 'v', 'desain', 'plis']","['coba', 'review', 'zte', 'blade', 'desain', 'plis']","['coba', 'review', 'zte', 'blade', 'desain', 'plis']"
UgzoS500tvXWxf6pDj54AaABAg,Bg David kenal mahyong😢,bg david kenal mahyong,"['bg', 'david', 'kenal', 'mahyong']","['david', 'kenal', 'mahyong']","['david', 'kenal', 'mahyong']"
UgzqF7zj1TZxiExEWkR4AaABAg,"entah kenapa si poco series kalo untuk video berasa kurang soal stabilisasi, masih ada jitternya, pernah bandingin langsung dengan xiaomi T series dan memang enak yg xiaomi series buat yg mentingin kamera",entah kenapa si poco series kalo untuk video berasa kurang soal stabilisasi masih ada jitternya pernah bandingin langsung dengan xiaomi t series dan memang enak yg xiaomi series buat yg mentingin kamera,"['entah', 'kenapa', 'si', 'poco', 'series', 'kalo', 'untuk', 'video', 'berasa', 'kurang', 'soal', 'stabilisasi', 'masih', 'ada', 'jitternya', 'pernah', 'bandingin', 'langsung', 'dengan', 'xiaomi', 't', 'series', 'dan', 'memang', 'enak', 'yg', 'xiaomi', 'series', 'buat', 'yg', 'mentingin', 'kamera']","['poco', 'series', 'video', 'berasa', 'stabilisasi', 'jitternya', 'bandingin', 'langsung', 'xiaomi', 'series', 'enak', 'xiaomi', 'series', 'mentingin', 'kamera']","['poco', 'series', 'video', 'asa', 'stabilisasi', 'jitternya', 'bandingin', 'langsung', 'xiaomi', 'series', 'enak', 'xiaomi', 'series', 'mentingin', 'kamera']"
Ugx47tRtcjAP57kKzHt4AaABAg,alah bagiku iklan 5 dtk ga jd masalah. ya wajar mreka cari duit dr situ. yg pntg chipset oke hargaa terjangkau,alah bagiku iklan dtk ga jd masalah ya wajar mreka cari duit dr situ yg pntg chipset oke hargaa terjangkau,"['alah', 'bagiku', 'iklan', 'dtk', 'ga', 'jd', 'masalah', 'ya', 'wajar', 'mreka', 'cari', 'duit', 'dr', 'situ', 'yg', 'pntg', 'chipset', 'oke', 'hargaa', 'terjangkau']","['alah', 'bagiku', 'iklan', 'dtk', 'wajar', 'mreka', 'cari', 'duit', 'situ', 'pntg', 'chipset', 'oke', 'hargaa', 'terjangkau']","['alah', 'bagi', 'iklan', 'dtk', 'wajar', 'mreka', 'cari', 'duit', 'situ', 'pntg', 'chipset', 'oke', 'hargaa', 'jangkau']"
UgyI49uG8ZFzO-M348J4AaABAg,4:53 gua tau Vid nyenggol siapa😂😂,gua tau vid nyenggol siapa,"['gua', 'tau', 'vid', 'nyenggol', 'siapa']","['gua', 'tau', 'vid', 'nyenggol']","['gua', 'tau', 'vid', 'nyenggol']"
UgxBzf3qWQGBtHi2n9V4AaABAg,riview nubia neo 3 gt nanti bang,riview nubia neo gt nanti bang,"['riview', 'nubia', 'neo', 'gt', 'nanti', 'bang']","['riview', 'nubia', 'neo']","['riview', 'nubia', 'neo']"
UgyaW-Ard5UsfIySpLZ4AaABAg,Nanya dong jarak F6 ke F7 ini berapa lama ya? Gua kemarin nyesel banget beli F5 tau tau keluar F6 jaraknya 5 bulan setelah gua beli F5 mana masih ada cicilan lgi 7 bulan 😢,nanya dong jarak f ke f ini berapa lama ya gua kemarin nyesel banget beli f tau tau keluar f jaraknya bulan setelah gua beli f mana masih ada cicilan lgi bulan,"['nanya', 'dong', 'jarak', 'f', 'ke', 'f', 'ini', 'berapa', 'lama', 'ya', 'gua', 'kemarin', 'nyesel', 'banget', 'beli', 'f', 'tau', 'tau', 'keluar', 'f', 'jaraknya', 'bulan', 'setelah', 'gua', 'beli', 'f', 'mana', 'masih', 'ada', 'cicilan', 'lgi', 'bulan']","['nanya', 'jarak', 'gua', 'kemarin', 'nyesel', 'beli', 'tau', 'tau', 'jaraknya', 'gua', 'beli', 'cicilan', 'lgi']","['nanya', 'jarak', 'gua', 'kemarin', 'nyesel', 'beli', 'tau', 'tau', 'jarak', 'gua', 'beli', 'cicil', 'lgi']"
UgyD5hIn84aGrMfEqEV4AaABAg,"Haduh baru bat beli iqoo13, poco 8 eliite juga",haduh baru bat beli iqoo poco eliite juga,"['haduh', 'baru', 'bat', 'beli', 'iqoo', 'poco', 'eliite', 'juga']","['haduh', 'bat', 'beli', 'iqoo', 'poco', 'eliite']","['haduh', 'bat', 'beli', 'iqoo', 'poco', 'eliite']"
UgyHFvXb4WkNeKqOkQJ4AaABAg,Udah punya 😂,udah punya,"['udah', 'punya']",[],[]
UgwaJTHK1whYeWkx9xl4AaABAg,8:18 test banting 😁,test banting,"['test', 'banting']","['test', 'banting']","['test', 'banting']"
Ugzv_pw18d6lICZyIMB4AaABAg,Rakit PC lagi bg,rakit pc lagi bg,"['rakit', 'pc', 'lagi', 'bg']",['rakit'],['rakit']
UgzUiuFupzEwRFN58kl4AaABAg,Bang coba test gaming game Minecraft yg pakek Vibran visual,bang coba test gaming game minecraft yg pakek vibran visual,"['bang', 'coba', 'test', 'gaming', 'game', 'minecraft', 'yg', 'pakek', 'vibran', 'visual']","['coba', 'test', 'gaming', 'game', 'minecraft', 'pakek', 'vibran', 'visual']","['coba', 'test', 'gaming', 'game', 'minecraft', 'pakek', 'vibran', 'visual']"
Ugx600qHh8oYKg-CteZ4AaABAg,"bang, review iQOO Z10 yang udh rilis di India",bang review iqoo z yang udh rilis di india,"['bang', 'review', 'iqoo', 'z', 'yang', 'udh', 'rilis', 'di', 'india']","['review', 'iqoo', 'rilis', 'india']","['review', 'iqoo', 'rilis', 'india']"
UgzVZWoykZcU7SP3IIZ4AaABAg,Cooling hp murah tapi dingin ada yg jual ga bg?,cooling hp murah tapi dingin ada yg jual ga bg,"['cooling', 'hp', 'murah', 'tapi', 'dingin', 'ada', 'yg', 'jual', 'ga', 'bg']","['cooling', 'murah', 'dingin', 'jual']","['cooling', 'murah', 'dingin', 'jual']"
UgyB4bCnU59HCZwdXCl4AaABAg,Banh serius nanya Tecno camonn40 pro 5g kapan rilissnya,banh serius nanya tecno camonn pro g kapan rilissnya,"['banh', 'serius', 'nanya', 'tecno', 'camonn', 'pro', 'g', 'kapan', 'rilissnya']","['banh', 'serius', 'nanya', 'tecno', 'camonn', 'pro', 'rilissnya']","['banh', 'serius', 'nanya', 'tecno', 'camonn', 'pro', 'rilissnya']"
Ugw180V4iGCLWcjkNiJ4AaABAg,Kameranya mirip ShareIt,kameranya mirip shareit,"['kameranya', 'mirip', 'shareit']","['kameranya', 'shareit']","['kamera', 'shareit']"
Ugw5ov9E1Csb2Hd9Alx4AaABAg,KAPAL API UDH DINGIN ASEMM AHH,kapal api udh dingin asemm ahh,"['kapal', 'api', 'udh', 'dingin', 'asemm', 'ahh']","['kapal', 'api', 'dingin', 'asemm', 'ahh']","['kapal', 'api', 'dingin', 'asemm', 'ahh']"
UgwSm0Ej4TxLDBjZJYV4AaABAg,Bank riview nou bia Noe 3,bank riview nou bia noe,"['bank', 'riview', 'nou', 'bia', 'noe']","['bank', 'riview', 'nou', 'bia', 'noe']","['bank', 'riview', 'nou', 'bia', 'noe']"
Ugws_3HFQNlCUGuqKL94AaABAg,gacha xilonen lah biar makin berdamage,gacha xilonen lah biar makin berdamage,"['gacha', 'xilonen', 'lah', 'biar', 'makin', 'berdamage']","['gacha', 'xilonen', 'biar', 'berdamage']","['gacha', 'xilonen', 'biar', 'berdamage']"
UgxFWZeOaN0d8LNZ4fB4AaABAg,"Bang, nostalgia dong hp Samsung note 20 ultra di olshop yang sekarang murah banget",bang nostalgia dong hp samsung note ultra di olshop yang sekarang murah banget,"['bang', 'nostalgia', 'dong', 'hp', 'samsung', 'note', 'ultra', 'di', 'olshop', 'yang', 'sekarang', 'murah', 'banget']","['nostalgia', 'samsung', 'note', 'ultra', 'olshop', 'murah']","['nostalgia', 'samsung', 'note', 'ultra', 'olshop', 'murah']"
UgyQVR9R8Woeit1tyF94AaABAg,"Poco nya ga kebeli, kapal api nya aja saya mampu",poco nya ga kebeli kapal api nya aja saya mampu,"['poco', 'nya', 'ga', 'kebeli', 'kapal', 'api', 'nya', 'aja', 'saya', 'mampu']","['poco', 'kebeli', 'kapal', 'api']","['poco', 'kebel', 'kapal', 'api']"
UgwuJS7zL9HaCRb3Bt94AaABAg,"Bang David, review HUAWEI MATE XT dong",bang david review huawei mate xt dong,"['bang', 'david', 'review', 'huawei', 'mate', 'xt', 'dong']","['david', 'review', 'huawei', 'mate']","['david', 'review', 'huawei', 'mate']"
UgxiBGfUn1k2BTEilZZ4AaABAg,"WQWQWQWQ

ADA IKLANNYA, ADA IKLANNYA, ADA DONG IKLANNYA

Sampaaahhhh banget. Nonton gini cuma mau liat aja apa yang dikasih, tp gak pernah mau beli line hp nya xiaomi",wqwqwqwq ada iklannya ada iklannya ada dong iklannya sampaaahhhh banget nonton gini cuma mau liat aja apa yang dikasih tp gak pernah mau beli line hp nya xiaomi,"['wqwqwqwq', 'ada', 'iklannya', 'ada', 'iklannya', 'ada', 'dong', 'iklannya', 'sampaaahhhh', 'banget', 'nonton', 'gini', 'cuma', 'mau', 'liat', 'aja', 'apa', 'yang', 'dikasih', 'tp', 'gak', 'pernah', 'mau', 'beli', 'line', 'hp', 'nya', 'xiaomi']","['wqwqwqwq', 'iklannya', 'iklannya', 'iklannya', 'sampaaahhhh', 'nonton', 'gini', 'liat', 'dikasih', 'beli', 'line', 'xiaomi']","['wqwqwqwq', 'iklan', 'iklan', 'iklan', 'sampaaahhhh', 'nonton', 'gin', 'liat', 'kasih', 'beli', 'line', 'xiaomi']"
Ugx28EAdVMFHTYjI-mZ4AaABAg,"Bang bandingkan sama IQOO 13
Kan IQOO yg bawa Snapdragon Elite",bang bandingkan sama iqoo kan iqoo yg bawa snapdragon elite,"['bang', 'bandingkan', 'sama', 'iqoo', 'kan', 'iqoo', 'yg', 'bawa', 'snapdragon', 'elite']","['bandingkan', 'iqoo', 'iqoo', 'bawa', 'snapdragon', 'elite']","['banding', 'iqoo', 'iqoo', 'bawa', 'snapdragon', 'elite']"
UgwuwL-Go8oImzphxot4AaABAg,Bang saran kalo pas minum kopi coba ada triak  kayak agos kotak,bang saran kalo pas minum kopi coba ada triak kayak agos kotak,"['bang', 'saran', 'kalo', 'pas', 'minum', 'kopi', 'coba', 'ada', 'triak', 'kayak', 'agos', 'kotak']","['saran', 'pas', 'minum', 'kopi', 'coba', 'triak', 'kayak', 'agos', 'kotak']","['saran', 'pas', 'minum', 'kopi', 'coba', 'triak', 'kayak', 'agos', 'kotak']"
Ugx9b-WLY5z7zPd-oVh4AaABAg,bang redmi note 13 pro 5g ram 12/512 harga brp?,bang redmi note pro g ram harga brp,"['bang', 'redmi', 'note', 'pro', 'g', 'ram', 'harga', 'brp']","['redmi', 'note', 'pro', 'ram', 'harga', 'brp']","['redmi', 'note', 'pro', 'ram', 'harga', 'brp']"
UgwIbQ8f8CyEKOzBf3N4AaABAg,Realme gt 7 pro kapan bang?,realme gt pro kapan bang,"['realme', 'gt', 'pro', 'kapan', 'bang']","['realme', 'pro']","['realme', 'pro']"
Ugyn89ewjaeskkJwC_p4AaABAg,"popopopopopopo co poco anomali hp yg muncul tiba"" dengan harga 10 juta",popopopopopopo co poco anomali hp yg muncul tiba dengan harga juta,"['popopopopopopo', 'co', 'poco', 'anomali', 'hp', 'yg', 'muncul', 'tiba', 'dengan', 'harga', 'juta']","['popopopopopopo', 'poco', 'anomali', 'muncul', 'harga', 'juta']","['popopopopopopo', 'poco', 'anomali', 'muncul', 'harga', 'juta']"
UgwPYd549nDb4ZqAikt4AaABAg,Bang coba bahas hp poco m7 pro 5G,bang coba bahas hp poco m pro g,"['bang', 'coba', 'bahas', 'hp', 'poco', 'm', 'pro', 'g']","['coba', 'bahas', 'poco', 'pro']","['coba', 'bahas', 'poco', 'pro']"
UgwAQ5B-cMTkNRB3j3d4AaABAg,"Saran dong bg Dana 2,5 buat gaming hp apa ya ?
Intinya ga cepat panas aja chipset nya juga bagus makasih saran nya",saran dong bg dana buat gaming hp apa ya intinya ga cepat panas aja chipset nya juga bagus makasih saran nya,"['saran', 'dong', 'bg', 'dana', 'buat', 'gaming', 'hp', 'apa', 'ya', 'intinya', 'ga', 'cepat', 'panas', 'aja', 'chipset', 'nya', 'juga', 'bagus', 'makasih', 'saran', 'nya']","['saran', 'dana', 'gaming', 'intinya', 'cepat', 'panas', 'chipset', 'bagus', 'makasih', 'saran']","['saran', 'dana', 'gaming', 'inti', 'cepat', 'panas', 'chipset', 'bagus', 'makasih', 'saran']"
Ugx397n2xJlu6PBRrN14AaABAg,Bang riview poco m7 pro 5g,bang riview poco m pro g,"['bang', 'riview', 'poco', 'm', 'pro', 'g']","['riview', 'poco', 'pro']","['riview', 'poco', 'pro']"
Ugzo4TtER6Qh2xTv3AR4AaABAg,Bang review infinix gt ultra bang plissssssssss udah paket lengkap,bang review infinix gt ultra bang plissssssssss udah paket lengkap,"['bang', 'review', 'infinix', 'gt', 'ultra', 'bang', 'plissssssssss', 'udah', 'paket', 'lengkap']","['review', 'infinix', 'ultra', 'plissssssssss', 'paket', 'lengkap']","['review', 'infinix', 'ultra', 'plissssssssss', 'paket', 'lengkap']"
UgxBHaEgad4oooaChLl4AaABAg,"Kira² dengan harga 11 jtaan ambil poco apa iphone 15 ya guys, keperluan untuk gaming dan livestreaming tiktok?",kira² dengan harga jtaan ambil poco apa iphone ya guys keperluan untuk gaming dan livestreaming tiktok,"['kira²', 'dengan', 'harga', 'jtaan', 'ambil', 'poco', 'apa', 'iphone', 'ya', 'guys', 'keperluan', 'untuk', 'gaming', 'dan', 'livestreaming', 'tiktok']","['kira²', 'harga', 'jtaan', 'ambil', 'poco', 'iphone', 'guys', 'keperluan', 'gaming', 'livestreaming', 'tiktok']","['kira', 'harga', 'jtaan', 'ambil', 'poco', 'iphone', 'guys', 'perlu', 'gaming', 'livestreaming', 'tiktok']"
AHA7ccLlue5AHAwj-TjVr3,Iphone 15 aja,iphone aja,"['iphone', 'aja']",['iphone'],['iphone']
AHA7ccLlue5AHAxWwZvw5q,"@ahapzhu  oke makasih info nya bg, kekurangan dan kelebihan nya apa aja klo di iphone bg?",ahapzhu oke makasih info nya bg kekurangan dan kelebihan nya apa aja klo di iphone bg,"['ahapzhu', 'oke', 'makasih', 'info', 'nya', 'bg', 'kekurangan', 'dan', 'kelebihan', 'nya', 'apa', 'aja', 'klo', 'di', 'iphone', 'bg']","['ahapzhu', 'oke', 'makasih', 'info', 'kekurangan', 'kelebihan', 'klo', 'iphone']","['ahapzhu', 'oke', 'makasih', 'info', 'kurang', 'lebih', 'klo', 'iphone']"
AHA7ccLlue5AHB051f7dt_,iphone itu kelemahan nya cmn 1 yaitu gak bisa di install apk pak tani.,iphone itu kelemahan nya cmn yaitu gak bisa di install apk pak tani,"['iphone', 'itu', 'kelemahan', 'nya', 'cmn', 'yaitu', 'gak', 'bisa', 'di', 'install', 'apk', 'pak', 'tani']","['iphone', 'kelemahan', 'cmn', 'install', 'apk', 'tani']","['iphone', 'lemah', 'cmn', 'install', 'apk', 'tani']"
AHA7ccLlue5AHB3B0W26K5,@@helisuansyah150 😅😅,helisuansyah,['helisuansyah'],['helisuansyah'],['helisuansyah']
AHA7ccLlue5AHFK2650ZBo,​Desainnya jg jelek + baterai boros​@@helisuansyah150,desainnya jg jelek baterai boroshelisuansyah,"['desainnya', 'jg', 'jelek', 'baterai', 'boroshelisuansyah']","['desainnya', 'jelek', 'baterai', 'boroshelisuansyah']","['desain', 'jelek', 'baterai', 'boroshelisuansyah']"
UgwdYqk193R0FTNarkF4AaABAg,RED MAGIC 9 PRO BANG🎉,red magic pro bang,"['red', 'magic', 'pro', 'bang']","['red', 'magic', 'pro']","['red', 'magic', 'pro']"
UgyNG0eF5KKjZog0d4d4AaABAg,"Alhamdulillah udah kebeli , kopi apal api nya",alhamdulillah udah kebeli kopi apal api nya,"['alhamdulillah', 'udah', 'kebeli', 'kopi', 'apal', 'api', 'nya']","['alhamdulillah', 'kebeli', 'kopi', 'apal', 'api']","['alhamdulillah', 'kebel', 'kopi', 'apal', 'api']"
UgyRLSiCPabYVgtdhKd4AaABAg,Tumben bang fotonya ada coffeeshop di bogor wkwk,tumben bang fotonya ada coffeeshop di bogor wkwk,"['tumben', 'bang', 'fotonya', 'ada', 'coffeeshop', 'di', 'bogor', 'wkwk']","['tumben', 'fotonya', 'coffeeshop', 'bogor']","['tumben', 'foto', 'coffeeshop', 'bogor']"
UgxWS8j6cmMaFtoHrmF4AaABAg,upload ulang ya,upload ulang ya,"['upload', 'ulang', 'ya']","['upload', 'ulang']","['upload', 'ulang']"
Ugxa6EFZ73kwoVS7GAl4AaABAg,"Bahas Nubbin Tech, real or fake?",bahas nubbin tech real or fake,"['bahas', 'nubbin', 'tech', 'real', 'or', 'fake']","['bahas', 'nubbin', 'tech', 'real', 'fake']","['bahas', 'nubbin', 'tech', 'real', 'fake']"
UgwZ6ccQtKwewGGLMJF4AaABAg,Ngopi enak banget,ngopi enak banget,"['ngopi', 'enak', 'banget']","['ngopi', 'enak']","['ngopi', 'enak']"
UgyDqhRFyJI5GzFHnxV4AaABAg,"cek donk, selfie gesture kok pada ilang ya di hp xiaomi",cek donk selfie gesture kok pada ilang ya di hp xiaomi,"['cek', 'donk', 'selfie', 'gesture', 'kok', 'pada', 'ilang', 'ya', 'di', 'hp', 'xiaomi']","['cek', 'donk', 'selfie', 'gesture', 'ilang', 'xiaomi']","['cek', 'donk', 'selfie', 'gesture', 'ilang', 'xiaomi']"
UgwUZa0tsR-ywNGgo4h4AaABAg,Peletakan tulisan POCO kurang pas 😂😂,peletakan tulisan poco kurang pas,"['peletakan', 'tulisan', 'poco', 'kurang', 'pas']","['peletakan', 'tulisan', 'poco', 'pas']","['leta', 'tulis', 'poco', 'pas']"
UgxO5ytyt9TbCTzqYnR4AaABAg,"Konsep desainnya itu  ""merendah untuk meroket""  bng",konsep desainnya itu merendah untuk meroket bng,"['konsep', 'desainnya', 'itu', 'merendah', 'untuk', 'meroket', 'bng']","['konsep', 'desainnya', 'merendah', 'meroket', 'bng']","['konsep', 'desain', 'rendah', 'roket', 'bng']"
UgyhR3HWLqiHlvpeGZB4AaABAg,Baru kali ini poco blunder 😅😂😂,baru kali ini poco blunder,"['baru', 'kali', 'ini', 'poco', 'blunder']","['kali', 'poco', 'blunder']","['kali', 'poco', 'blunder']"
